inst_coed,inst,major_code,major,min_scroe
0255,东华大学,30,理科试验班类(数据科学与大数据技术、智能制造工程、信息管理与信息系统、电子商务、软件工程、计算机科学与技术、信息安全、电气工程及其自动化、自动化、通信工程、电子信息工程、建筑环境与能源应用工程、能源与环境系统工程、机械工程、工业设计、数学与应用数学、统计学、应用物理学),613
0256,上海电力大学,31,电气工程及其自动化,613
0287,南京航空航天大学,13,工业设计,613
0288,南京理工大学,08,数学类(数学与应用数学、信息与计算科学、应用统计学),613
0293,南京邮电大学,0A,计算机科学与技术,613
0316,中国药科大学,03,药学类(药学、药物制剂、药物分析、药物化学),613
0316,中国药科大学,14,临床药学,613
0532,湖南大学,01,材料科学与工程,613
0532,湖南大学,17,环境科学与工程类(环境工程、环境科学),613
0532,湖南大学,41,土木工程(智能土木实验班),613
0542,湖南师范大学,P0,化学(师范类),613
0559,暨南大学,2B,软件工程,613
0590,深圳大学,06,网络与新媒体,613
0590,深圳大学,11,电子科学与技术,613
0590,深圳大学,A0,金融科技,613
0590,深圳大学,A5,光电信息科学与工程,613
0613,西南交通大学,04,铁道工程,613
0613,西南交通大学,07,车辆工程,613
0613,西南交通大学,14,轨道交通信号与控制,613
0652,西南政法大学,0V,金融学,613
9422,山东大学威海分校,07,外国语言文学类[英语(语言文学方向)、英语(英德双语方向)、英语(英法双语方向)、英语(英西双语方向)、英语(英俄双语方向)、英语(英日双语方向)、翻译、朝鲜语(翻译方向)、朝鲜语(经贸方向)],613
0008,北京科技大学,18,应用化学,612
0052,中央民族大学,30,信息与计算科学,612
0054,华北电力大学(北京),08,土木类(建筑环境与能源应用工程),612
0079,华北电力大学(保定),09,电子信息类(电子信息科学与技术、通信工程、集成电路设计与集成系统),612
0079,华北电力大学(保定),0P,自动化类(自动化)(自动化、机器人工程),612
0145,东北大学,AA,数学类(数学与应用数学、信息与计算科学),612
0159,中国医科大学,10,临床医学(检验医师培养试验班),612
0288,南京理工大学,16,智能制造工程,612
0293,南京邮电大学,02,电子信息工程,612
0316,中国药科大学,10,生物制药,612
0359,合肥工业大学,0J,计算机科学与技术,612
0497,武汉理工大学,16,电子信息类(电子信息工程、电子科学与技术、通信工程、信息工程、集成电路设计与集成系统),612
0590,深圳大学,12,通信工程,612
0613,西南交通大学,06,机械类(机械设计制造及其自动化、测控技术与仪器、工业工程),612
0652,西南政法大学,0D,刑事科学技术,612
0730,兰州大学,44,计算机类(计算机科学与技术、信息安全、数据科学与大数据技术),612
9145,东北大学秦皇岛分校,09,计算机类(计算机科学与技术、物联网工程),612
9422,山东大学威海分校,18,数学与应用数学(中外合作办学),612
J004,陆军工程大学,02,网络工程（全国人防指挥自动化技术工程师）,612
J020,海军军医大学,06,药学(药剂师),612
0005,北京工业大学,33,经济统计学,611
0008,北京科技大学,07,能源动力类(能源、环境专业)(能源与动力工程、新能源科学与工程、环境工程、环境科学),611
0008,北京科技大学,14,安全工程,611
0025,首都医科大学,17,康复治疗学(物理治疗),611
0043,北京体育大学,27,新闻学,611
0054,华北电力大学(北京),0D,管理科学与工程类(信息管理与信息系统、工程管理),611
0141,大连理工大学,19,化工与制药类(智能化工、新材料与安全新工科实验班)[化学工程与工艺、化学工程与工艺(国际班)、精细化工、制药工程、高分子材料与工程、安全工程],611
0141,大连理工大学,25,环境科学与工程类(环境工程、环境科学),611
0145,东北大学,1N,智能制造工程,611
0183,吉林大学,70,仿生科学与工程,611
0217,哈尔滨工程大学,06,计算机类(计算机科学与技术、信息安全),611
0251,华东理工大学,04,工科试验班(智慧化工)[化学工程与工艺、油气储运工程、精细化工(光电信息材料方向)],611
0293,南京邮电大学,01,通信工程,611
0359,合肥工业大学,0M,信息安全,611
0423,中国海洋大学,33,数学类(数学与应用数学、信息与计算科学),611
0542,湖南师范大学,M0,数学类(数学与应用数学、信息与计算科学),611
0008,北京科技大学,03,材料科学与工程,610
0010,北京化工大学,02,化学(基础拔尖),610
0025,首都医科大学,11,预防医学,610
0028,首都师范大学,32,数学类(数学与应用数学、信息与计算科学、统计学),610
0054,华北电力大学(北京),0J,核工程类(核工程与核技术、辐射防护与核安全),610
0141,大连理工大学,44,建筑类(建筑学、城乡规划、工业设计),610
0173,东北财经大学,31,会计学(注册会计师方向),610
0183,吉林大学,12,英语,610
0188,东北电力大学,01,电气工程及其自动化,610
0251,华东理工大学,15,化学类(化学、应用化学、轻化工程),610
0255,东华大学,24,计算机类(软件工程、计算机科学与技术、信息安全),610
0285,苏州大学,21,智能制造工程,610
0288,南京理工大学,11,机械类(机械工程、车辆工程、工业工程),610
0288,南京理工大学,33,兵器类(武器系统与工程、弹药工程与爆炸技术),610
0288,南京理工大学,34,武器发射工程,610
0293,南京邮电大学,04,电子科学与技术,610
0293,南京邮电大学,0C,软件工程,610
0294,河海大学,B1,水利水电工程,610
0294,河海大学,T2,工程力学(大禹徐芝纶班),610
0294,河海大学,Y1,通信工程(常州校区),610
0336,杭州电子科技大学,04,信息安全,610
0359,合肥工业大学,03,电气工程及其自动化,610
0359,合肥工业大学,14,软件工程,610
0423,中国海洋大学,06,海洋技术,610
0423,中国海洋大学,15,海洋资源与环境,610
0423,中国海洋大学,27,船舶与海洋工程,610
0445,山东师范大学,R1,化学(师范类),610
0497,武汉理工大学,18,自动化类(电气工程及其自动化、自动化、机器人工程),610
0520,中南财经政法大学,91,少数民族预科班,610
0532,湖南大学,40,土木类(土木工程、工程管理),610
0532,湖南大学,91,少数民族预科班,610
0559,暨南大学,6A,光电信息科学与工程,610
0590,深圳大学,20,信息管理与信息系统,610
0613,西南交通大学,30,统计学,610
0613,西南交通大学,63,法学,610
0613,西南交通大学,70,智慧交通,610
1287,南京审计大学,1A,会计学,610
1415,中国地质大学(北京),09,计算机科学与技术,610
1415,中国地质大学(北京),15,人工智能,610
9145,东北大学秦皇岛分校,06,电子信息类(电子信息工程、通信工程),610
9422,山东大学威海分校,17,计算机科学与技术(中外合作办学),610
0005,北京工业大学,24,测控技术与仪器,609
0065,天津师范大学,39,数学与应用数学(师范),609
0079,华北电力大学(保定),0R,自动化类(测控)(测控技术与仪器),609
0141,大连理工大学,38,材料类[金属材料工程(中日精英班)、金属材料工程、功能材料、材料成型及控制工程],609
0183,吉林大学,15,日语,609
0251,华东理工大学,08,工科试验班(能源与环境)(能源与动力工程、环境工程、储能科学与工程),609
0255,东华大学,36,数据科学与大数据技术,609
0288,南京理工大学,20,能源动力类(建筑环境与能源应用工程、能源与动力工程),609
0288,南京理工大学,38,信息管理与信息系统,609
0293,南京邮电大学,0B,信息安全,609
0293,南京邮电大学,0J,电气工程及其自动化,609
0316,中国药科大学,08,生物技术,609
0359,合肥工业大学,0K,电子信息工程,609
0423,中国海洋大学,96,英语,609
0459,郑州大学,07,法学,609
0497,武汉理工大学,22,数学类(光电信息科学与工程、电子信息科学与技术、信息与计算科学、统计学、工程力学),609
0520,中南财经政法大学,0F,俄语,609
9145,东北大学秦皇岛分校,07,自动化类(电气工程及其自动化、自动化),609
0010,北京化工大学,01,工科试验班(宏德书院)(化学工程与工艺、高分子材料与工程、生物工程、化学),608
0010,北京化工大学,07,计算机类(电子信息工程、通信工程、人工智能、计算机科学与技术、数据科学与大数据技术),608
0019,中国农业大学,04,园艺,608
0054,华北电力大学(北京),0N,工商管理类(会计学、财务管理、工商管理、人力资源管理、市场营销),608
0079,华北电力大学(保定),0S,计算机类(智能)(智能科学与技术、人工智能),608
0080,河北工业大学,18,计算机类(计算机科学与技术、物联网工程、软件工程),608
0141,大连理工大学,27,土木类(土木类新工科实验班)[土木工程、土木工程(国际班)、水利水电工程、港口航道与海岸工程、海洋资源开发技术、交通工程、工程管理、建筑环境与能源应用工程],608
0183,吉林大学,44,外交学,608
0183,吉林大学,48,工商管理类(工商管理、市场营销、人力资源管理),608
0183,吉林大学,60,生物工程类(生物工程、生物制药、药物制剂),608
0183,吉林大学,64,能源与动力工程,608
0183,吉林大学,65,材料类(材料科学与工程、无机非金属材料工程、材料成型及控制工程),608
0217,哈尔滨工程大学,07,软件工程(国家特色示范学院),608
0251,华东理工大学,13,生物工程类(生物工程、生物科学、生物技术、食品科学与工程、食品质量与安全),608
0251,华东理工大学,59,高分子材料与工程(民族班，只招少数民族考生),608
0255,东华大学,33,人工智能,608
0255,东华大学,42,智能科学与技术,608
0285,苏州大学,0M,应用心理学,608
0288,南京理工大学,01,经济学类(金融学、国际经济与贸易),608
